book,chunk_id,text,v,a,d,n_tokens,n_hits,coverage,valence_only,v01,a01,d01
Pride and Prejudice.clean,1249,"beyond comparison, the pleasantest man: he certainly admired her, and his situation in life was most eligible; but, to counterbalance these advantages, Mr. Darcy had considerable patronage in the church, and his cousin could have none at all. [Illustration: ""On looking up""] CHAPTER XXXIII. [Illustration] More than once did Elizabeth, in her ramble within the park, unexpectedly meet Mr. Darcy. She felt all the perverseness of the mischance that should bring him where no one else was brought; and, to prevent its ever happening again, took care to inform him, at first, that it was a favourite haunt of hers. How it could occur a second time, therefore, was very odd! Yet it did, and even the third.",0.103259,-0.059642,0.050667,113,81,0.716814,0.103259,0.5516295,0.470179,0.5253335
Pride and Prejudice.clean,1250,"Mr. Darcy. She felt all the perverseness of the mischance that should bring him where no one else was brought; and, to prevent its ever happening again, took care to inform him, at first, that it was a favourite haunt of hers. How it could occur a second time, therefore, was very odd! Yet it did, and even the third. It seemed like wilful ill-nature, or a voluntary penance; for on these occasions it was not merely a few formal inquiries and an awkward pause and then away, but he actually thought it necessary to turn back and walk with her.",0.029447,-0.070487,-0.003961,98,76,0.77551,0.029447,0.5147235,0.4647565,0.4980195
Pride and Prejudice.clean,1251,"hers. How it could occur a second time, therefore, was very odd! Yet it did, and even the third. It seemed like wilful ill-nature, or a voluntary penance; for on these occasions it was not merely a few formal inquiries and an awkward pause and then away, but he actually thought it necessary to turn back and walk with her. He never said a great deal, nor did she give herself the trouble of talking or of listening much; but it struck her in the course of their third encounter that he was asking some odd unconnected questions--about her pleasure in being at Hunsford, her love of solitary walks, and her opinion of Mr. and Mrs.",0.022263,-0.080438,-0.003725,115,80,0.695652,0.022263,0.5111315,0.459781,0.4981375
Pride and Prejudice.clean,1252,"and walk with her. He never said a great deal, nor did she give herself the trouble of talking or of listening much; but it struck her in the course of their third encounter that he was asking some odd unconnected questions--about her pleasure in being at Hunsford, her love of solitary walks, and her opinion of Mr. and Mrs. Collins's happiness; and that in speaking of Rosings, and her not perfectly understanding the house, he seemed to expect that whenever she came into Kent again she would be staying _there_ too. His words seemed to imply it. Could he have Colonel Fitzwilliam in his thoughts?",0.057323,-0.056615,0.058908,105,65,0.619048,0.057323,0.5286615,0.4716925,0.529454
Pride and Prejudice.clean,1253,"at Hunsford, her love of solitary walks, and her opinion of Mr. and Mrs. Collins's happiness; and that in speaking of Rosings, and her not perfectly understanding the house, he seemed to expect that whenever she came into Kent again she would be staying _there_ too. His words seemed to imply it. Could he have Colonel Fitzwilliam in his thoughts? She supposed, if he meant anything, he must mean an allusion to what might arise in that quarter. It distressed her a little, and she was quite glad to find herself at the gate in the pales opposite the Parsonage.",0.077167,-0.086773,0.06297,97,66,0.680412,0.077167,0.5385835,0.4566135,0.531485
Pride and Prejudice.clean,1254,"she would be staying _there_ too. His words seemed to imply it. Could he have Colonel Fitzwilliam in his thoughts? She supposed, if he meant anything, he must mean an allusion to what might arise in that quarter. It distressed her a little, and she was quite glad to find herself at the gate in the pales opposite the Parsonage. She was engaged one day, as she walked, in re-perusing Jane's last letter, and dwelling on some passages which proved that Jane had not written in spirits, when, instead of being again surprised by Mr. Darcy, she saw, on looking up, that Colonel Fitzwilliam was meeting her.",0.085486,-0.061143,0.068914,102,70,0.686275,0.085486,0.542743,0.4694285,0.534457
Pride and Prejudice.clean,1255,"glad to find herself at the gate in the pales opposite the Parsonage. She was engaged one day, as she walked, in re-perusing Jane's last letter, and dwelling on some passages which proved that Jane had not written in spirits, when, instead of being again surprised by Mr. Darcy, she saw, on looking up, that Colonel Fitzwilliam was meeting her. Putting away the letter immediately, and forcing a smile, she said,-- ""I did not know before that you ever walked this way."" ""I have been making the tour of the park,"" he replied, ""as I generally do every year, and intended to close it with a call at the Parsonage.",0.100785,-0.056338,0.037108,104,65,0.625,0.100785,0.5503925,0.471831,0.518554
Pride and Prejudice.clean,1256,"saw, on looking up, that Colonel Fitzwilliam was meeting her. Putting away the letter immediately, and forcing a smile, she said,-- ""I did not know before that you ever walked this way."" ""I have been making the tour of the park,"" he replied, ""as I generally do every year, and intended to close it with a call at the Parsonage. Are you going much farther?"" ""No, I should have turned in a moment."" And accordingly she did turn, and they walked towards the Parsonage together. ""Do you certainly leave Kent on Saturday?"" said she. ""Yes--if Darcy does not put it off again. But I am at his disposal.",0.080631,-0.045677,0.037938,104,65,0.625,0.080631,0.5403155,0.4771615,0.518969
Pride and Prejudice.clean,1257,"year, and intended to close it with a call at the Parsonage. Are you going much farther?"" ""No, I should have turned in a moment."" And accordingly she did turn, and they walked towards the Parsonage together. ""Do you certainly leave Kent on Saturday?"" said she. ""Yes--if Darcy does not put it off again. But I am at his disposal. He arranges the business just as he pleases."" ""And if not able to please himself in the arrangement, he has at least great pleasure in the power of choice. I do not know anybody who seems more to enjoy the power of doing what he likes than Mr.",0.138318,-0.029758,0.113288,103,66,0.640777,0.138318,0.569159,0.485121,0.556644
Pride and Prejudice.clean,1258,"does not put it off again. But I am at his disposal. He arranges the business just as he pleases."" ""And if not able to please himself in the arrangement, he has at least great pleasure in the power of choice. I do not know anybody who seems more to enjoy the power of doing what he likes than Mr. Darcy."" ""He likes to have his own way very well,"" replied Colonel Fitzwilliam. ""But so we all do. It is only that he has better means of having it than many others, because he is rich, and many others are poor. I speak feelingly.",0.220394,0.01447,0.168909,97,66,0.680412,0.220394,0.610197,0.507235,0.5844545
Pride and Prejudice.clean,1259,"know anybody who seems more to enjoy the power of doing what he likes than Mr. Darcy."" ""He likes to have his own way very well,"" replied Colonel Fitzwilliam. ""But so we all do. It is only that he has better means of having it than many others, because he is rich, and many others are poor. I speak feelingly. A younger son, you know, must be inured to self-denial and dependence."" ""In my opinion, the younger son of an earl can know very little of either. Now, seriously, what have you ever known of self-denial and dependence?",0.180986,-0.057643,0.1044,96,70,0.729167,0.180986,0.590493,0.4711785,0.5522
Pride and Prejudice.clean,1260,"he has better means of having it than many others, because he is rich, and many others are poor. I speak feelingly. A younger son, you know, must be inured to self-denial and dependence."" ""In my opinion, the younger son of an earl can know very little of either. Now, seriously, what have you ever known of self-denial and dependence? When have you been prevented by want of money from going wherever you chose or procuring anything you had a fancy for?"" ""These are home questions--and perhaps I cannot say that I have experienced many hardships of that nature. But in matters of greater weight, I may suffer from the want of money.",0.142418,-0.085975,0.044304,113,79,0.699115,0.142418,0.571209,0.4570125,0.522152
Pride and Prejudice.clean,1261,"you ever known of self-denial and dependence? When have you been prevented by want of money from going wherever you chose or procuring anything you had a fancy for?"" ""These are home questions--and perhaps I cannot say that I have experienced many hardships of that nature. But in matters of greater weight, I may suffer from the want of money. Younger sons cannot marry where they like."" ""Unless where they like women of fortune, which I think they very often do."" ""Our habits of expense make us too dependent, and there are not many in my rank of life who can afford to marry without some attention to money."" ""Is this,"" thought Elizabeth, ""meant for me?"" and she coloured at the idea; but, recovering herself, said in a lively tone, ""And pray, what is the usual price of an earl's younger son?",0.143144,-0.03534,0.058289,138,97,0.702899,0.143144,0.571572,0.48233,0.5291445
Pride and Prejudice.clean,1262,"habits of expense make us too dependent, and there are not many in my rank of life who can afford to marry without some attention to money."" ""Is this,"" thought Elizabeth, ""meant for me?"" and she coloured at the idea; but, recovering herself, said in a lively tone, ""And pray, what is the usual price of an earl's younger son? Unless the elder brother is very sickly, I suppose you would not ask above fifty thousand pounds."" He answered her in the same style, and the subject dropped.",0.112839,-0.084446,0.026946,82,56,0.682927,0.112839,0.5564195,0.457777,0.513473
Pride and Prejudice.clean,1263,"this,"" thought Elizabeth, ""meant for me?"" and she coloured at the idea; but, recovering herself, said in a lively tone, ""And pray, what is the usual price of an earl's younger son? Unless the elder brother is very sickly, I suppose you would not ask above fifty thousand pounds."" He answered her in the same style, and the subject dropped. To interrupt a silence which might make him fancy her affected with what had passed, she soon afterwards said,-- ""I imagine your cousin brought you down with him chiefly for the sake of having somebody at his disposal. I wonder he does not marry, to secure a lasting convenience of that kind.",0.087647,-0.046838,0.044662,106,68,0.641509,0.087647,0.5438235,0.476581,0.522331
Pride and Prejudice.clean,1264,"in the same style, and the subject dropped. To interrupt a silence which might make him fancy her affected with what had passed, she soon afterwards said,-- ""I imagine your cousin brought you down with him chiefly for the sake of having somebody at his disposal. I wonder he does not marry, to secure a lasting convenience of that kind. But, perhaps, his sister does as well for the present; and, as she is under his sole care, he may do what he likes with her."" ""No,"" said Colonel Fitzwilliam, ""that is an advantage which he must divide with me. I am joined with him in the guardianship of Miss Darcy."" ""Are you, indeed?",0.127819,-0.043847,0.078125,107,72,0.672897,0.127819,0.5639095,0.4780765,0.5390625
Pride and Prejudice.clean,1265,"a lasting convenience of that kind. But, perhaps, his sister does as well for the present; and, as she is under his sole care, he may do what he likes with her."" ""No,"" said Colonel Fitzwilliam, ""that is an advantage which he must divide with me. I am joined with him in the guardianship of Miss Darcy."" ""Are you, indeed? And pray what sort of a guardian do you make? Does your charge give you much trouble? Young ladies of her age are sometimes a little difficult to manage; and if she has the true Darcy spirit, she may like to have her own way.""",0.184886,-0.100443,0.068457,99,70,0.707071,0.184886,0.592443,0.44977849999999997,0.5342285
Pride and Prejudice.clean,1266,"me. I am joined with him in the guardianship of Miss Darcy."" ""Are you, indeed? And pray what sort of a guardian do you make? Does your charge give you much trouble? Young ladies of her age are sometimes a little difficult to manage; and if she has the true Darcy spirit, she may like to have her own way."" As she spoke, she observed him looking at her earnestly; and the manner in which he immediately asked her why she supposed Miss Darcy likely to give them any uneasiness, convinced her that she had somehow or other got pretty near the truth. She directly replied,-- ""You need not be frightened.",0.160493,-0.041408,0.018507,108,71,0.657407,0.160493,0.5802465,0.479296,0.5092535
Pride and Prejudice.clean,1267,"spirit, she may like to have her own way."" As she spoke, she observed him looking at her earnestly; and the manner in which he immediately asked her why she supposed Miss Darcy likely to give them any uneasiness, convinced her that she had somehow or other got pretty near the truth. She directly replied,-- ""You need not be frightened. I never heard any harm of her; and I dare say she is one of the most tractable creatures in the world. She is a very great favourite with some ladies of my acquaintance, Mrs. Hurst and Miss Bingley. I think I have heard you say that you know them."" ""I know them a little.",0.209042,-0.058296,0.002296,110,71,0.645455,0.209042,0.604521,0.470852,0.501148
Pride and Prejudice.clean,1268,"""You need not be frightened. I never heard any harm of her; and I dare say she is one of the most tractable creatures in the world. She is a very great favourite with some ladies of my acquaintance, Mrs. Hurst and Miss Bingley. I think I have heard you say that you know them."" ""I know them a little. Their brother is a pleasant, gentlemanlike man--he is a great friend of Darcy's."" ""Oh yes,"" said Elizabeth drily--""Mr. Darcy is uncommonly kind to Mr. Bingley, and takes a prodigious deal of care of him."" ""Care of him! Yes, I really believe Darcy _does_ take care of him in those points where he most wants care.",0.280743,-0.058757,0.0873,112,70,0.625,0.280743,0.6403715,0.4706215,0.54365
Pride and Prejudice.clean,1269,"""I know them a little. Their brother is a pleasant, gentlemanlike man--he is a great friend of Darcy's."" ""Oh yes,"" said Elizabeth drily--""Mr. Darcy is uncommonly kind to Mr. Bingley, and takes a prodigious deal of care of him."" ""Care of him! Yes, I really believe Darcy _does_ take care of him in those points where he most wants care. From something that he told me in our journey hither, I have reason to think Bingley very much indebted to him. But I ought to beg his pardon, for I have no right to suppose that Bingley was the person meant.",0.224864,-0.053636,0.101758,98,66,0.673469,0.224864,0.612432,0.473182,0.550879
Pride and Prejudice.clean,1270,"him! Yes, I really believe Darcy _does_ take care of him in those points where he most wants care. From something that he told me in our journey hither, I have reason to think Bingley very much indebted to him. But I ought to beg his pardon, for I have no right to suppose that Bingley was the person meant. It was all conjecture."" ""What is it you mean?"" ""It is a circumstance which Darcy of course could not wish to be generally known, because if it were to get round to the lady's family it would be an unpleasant thing."" ""You may depend upon my not mentioning it."" ""And remember that I have not much reason for supposing it to be Bingley.",0.082082,-0.095906,0.012835,115,85,0.73913,0.082082,0.541041,0.452047,0.5064175
Pride and Prejudice.clean,1271,"conjecture."" ""What is it you mean?"" ""It is a circumstance which Darcy of course could not wish to be generally known, because if it were to get round to the lady's family it would be an unpleasant thing."" ""You may depend upon my not mentioning it."" ""And remember that I have not much reason for supposing it to be Bingley. What he told me was merely this: that he congratulated himself on having lately saved a friend from the inconveniences of a most imprudent marriage, but without mentioning names or any other particulars; and I only suspected it to be Bingley from believing him the kind of young man to get into a scrape of that sort, and from knowing them to have been together the whole of last summer."" ""Did Mr.",0.083737,-0.110326,0.010621,123,95,0.772358,0.083737,0.5418685,0.444837,0.5053105
Pride and Prejudice.clean,1272,"having lately saved a friend from the inconveniences of a most imprudent marriage, but without mentioning names or any other particulars; and I only suspected it to be Bingley from believing him the kind of young man to get into a scrape of that sort, and from knowing them to have been together the whole of last summer."" ""Did Mr. Darcy give you his reasons for this interference?"" ""I understood that there were some very strong objections against the lady."" ""And what arts did he use to separate them?"" ""He did not talk to me of his own arts,"" said Fitzwilliam, smiling. ""He only told me what I have now told you.""",0.136351,-0.042195,0.055675,105,77,0.733333,0.136351,0.5681754999999999,0.4789025,0.5278375
Pride and Prejudice.clean,1273,"together the whole of last summer."" ""Did Mr. Darcy give you his reasons for this interference?"" ""I understood that there were some very strong objections against the lady."" ""And what arts did he use to separate them?"" ""He did not talk to me of his own arts,"" said Fitzwilliam, smiling. ""He only told me what I have now told you."" Elizabeth made no answer, and walked on, her heart swelling with indignation. After watching her a little, Fitzwilliam asked her why she was so thoughtful. ""I am thinking of what you have been telling me,"" said she. ""Your cousin's conduct does not suit my feelings.",0.112444,-0.010381,0.056762,101,63,0.623762,0.112444,0.556222,0.4948095,0.528381
Pride and Prejudice.clean,1274,"own arts,"" said Fitzwilliam, smiling. ""He only told me what I have now told you."" Elizabeth made no answer, and walked on, her heart swelling with indignation. After watching her a little, Fitzwilliam asked her why she was so thoughtful. ""I am thinking of what you have been telling me,"" said she. ""Your cousin's conduct does not suit my feelings. Why was he to be the judge?"" ""You are rather disposed to call his interference officious?"" ""I do not see what right Mr. Darcy had to decide on the propriety of his friend's inclination; or why, upon his own judgment alone, he was to determine and direct in what manner that friend was to be happy.",0.111563,-0.051873,0.076366,112,71,0.633929,0.111563,0.5557815,0.47406349999999997,0.538183
Pride and Prejudice.clean,1275,"not suit my feelings. Why was he to be the judge?"" ""You are rather disposed to call his interference officious?"" ""I do not see what right Mr. Darcy had to decide on the propriety of his friend's inclination; or why, upon his own judgment alone, he was to determine and direct in what manner that friend was to be happy. But,"" she continued, recollecting herself, ""as we know none of the particulars, it is not fair to condemn him. It is not to be supposed that there was much affection in the case."" ""That is not an unnatural surmise,"" said Fitzwilliam; ""but it is lessening the honour of my cousin's triumph very sadly.""",0.081289,-0.053447,0.063737,108,76,0.703704,0.081289,0.5406445,0.4732765,0.5318685
Pride and Prejudice.clean,1276,"manner that friend was to be happy. But,"" she continued, recollecting herself, ""as we know none of the particulars, it is not fair to condemn him. It is not to be supposed that there was much affection in the case."" ""That is not an unnatural surmise,"" said Fitzwilliam; ""but it is lessening the honour of my cousin's triumph very sadly."" This was spoken jestingly, but it appeared to her so just a picture of Mr. Darcy, that she would not trust herself with an answer; and, therefore, abruptly changing the conversation, talked on indifferent matters till they reached the Parsonage.",0.078522,-0.08391,0.027791,97,67,0.690722,0.078522,0.539261,0.458045,0.5138955
Pride and Prejudice.clean,1277,"""That is not an unnatural surmise,"" said Fitzwilliam; ""but it is lessening the honour of my cousin's triumph very sadly."" This was spoken jestingly, but it appeared to her so just a picture of Mr. Darcy, that she would not trust herself with an answer; and, therefore, abruptly changing the conversation, talked on indifferent matters till they reached the Parsonage. There, shut into her own room, as soon as their visitor left them, she could think without interruption of all that she had heard. It was not to be supposed that any other people could be meant than those with whom she was connected. There could not exist in the world _two_ men over whom Mr.",0.01141,-0.130615,-0.012244,114,78,0.684211,0.01141,0.505705,0.4346925,0.493878
Pride and Prejudice.clean,1278,"they reached the Parsonage. There, shut into her own room, as soon as their visitor left them, she could think without interruption of all that she had heard. It was not to be supposed that any other people could be meant than those with whom she was connected. There could not exist in the world _two_ men over whom Mr. Darcy could have such boundless influence. That he had been concerned in the measures taken to separate Mr. Bingley and Jane, she had never doubted; but she had always attributed to Miss Bingley the principal design and arrangement of them.",0.036403,-0.114493,-0.000746,99,67,0.676768,0.036403,0.5182015,0.4427535,0.499627
Pride and Prejudice.clean,1279,"meant than those with whom she was connected. There could not exist in the world _two_ men over whom Mr. Darcy could have such boundless influence. That he had been concerned in the measures taken to separate Mr. Bingley and Jane, she had never doubted; but she had always attributed to Miss Bingley the principal design and arrangement of them. If his own vanity, however, did not mislead him, _he_ was the cause--his pride and caprice were the cause--of all that Jane had suffered, and still continued to suffer.",0.015424,-0.027712,0.043339,90,59,0.655556,0.015424,0.507712,0.486144,0.5216695
Pride and Prejudice.clean,1280,"been concerned in the measures taken to separate Mr. Bingley and Jane, she had never doubted; but she had always attributed to Miss Bingley the principal design and arrangement of them. If his own vanity, however, did not mislead him, _he_ was the cause--his pride and caprice were the cause--of all that Jane had suffered, and still continued to suffer. He had ruined for a while every hope of happiness for the most affectionate, generous heart in the world; and no one could say how lasting an evil he might have inflicted. ""There were some very strong objections against the lady,"" were Colonel Fitzwilliam's words; and these strong objections probably were, her having one uncle who was a country attorney, and another who was in business in London. ""To Jane herself,"" she exclaimed, ""there could be no possibility of objection,--all loveliness and goodness as she is!",0.110879,-0.022889,0.098394,145,99,0.682759,0.110879,0.5554395,0.4885555,0.549197
Pride and Prejudice.clean,1281,"an evil he might have inflicted. ""There were some very strong objections against the lady,"" were Colonel Fitzwilliam's words; and these strong objections probably were, her having one uncle who was a country attorney, and another who was in business in London. ""To Jane herself,"" she exclaimed, ""there could be no possibility of objection,--all loveliness and goodness as she is! Her understanding excellent, her mind improved, and her manners captivating. Neither could anything be urged against my father, who, though with some peculiarities, has abilities which Mr. Darcy himself need not disdain, and respectability which he will probably never reach.""",0.17031,-0.024408,0.172803,100,71,0.71,0.17031,0.585155,0.487796,0.5864015
Pride and Prejudice.clean,1282,"in London. ""To Jane herself,"" she exclaimed, ""there could be no possibility of objection,--all loveliness and goodness as she is! Her understanding excellent, her mind improved, and her manners captivating. Neither could anything be urged against my father, who, though with some peculiarities, has abilities which Mr. Darcy himself need not disdain, and respectability which he will probably never reach."" When she thought of her mother, indeed, her confidence gave way a little; but she would not allow that any objections _there_ had material weight with Mr.",0.168085,-0.070983,0.131136,86,59,0.686047,0.168085,0.5840425,0.4645085,0.565568
Pride and Prejudice.clean,1283,"her manners captivating. Neither could anything be urged against my father, who, though with some peculiarities, has abilities which Mr. Darcy himself need not disdain, and respectability which he will probably never reach."" When she thought of her mother, indeed, her confidence gave way a little; but she would not allow that any objections _there_ had material weight with Mr. Darcy, whose pride, she was convinced, would receive a deeper wound from the want of importance in his friend's connections than from their want of sense; and she was quite decided, at last, that he had been partly governed by this worst kind of pride, and partly by the wish of retaining Mr. Bingley for his sister.",0.100418,-0.036582,0.086506,113,79,0.699115,0.100418,0.550209,0.481709,0.543253
Pride and Prejudice.clean,1284,"weight with Mr. Darcy, whose pride, she was convinced, would receive a deeper wound from the want of importance in his friend's connections than from their want of sense; and she was quite decided, at last, that he had been partly governed by this worst kind of pride, and partly by the wish of retaining Mr. Bingley for his sister. The agitation and tears which the subject occasioned brought on a headache; and it grew so much worse towards the evening that, added to her unwillingness to see Mr. Darcy, it determined her not to attend her cousins to Rosings, where they were engaged to drink tea. Mrs.",0.037649,-0.008878,0.008338,105,74,0.704762,0.037649,0.5188245,0.495561,0.504169
Pride and Prejudice.clean,1285,"and partly by the wish of retaining Mr. Bingley for his sister. The agitation and tears which the subject occasioned brought on a headache; and it grew so much worse towards the evening that, added to her unwillingness to see Mr. Darcy, it determined her not to attend her cousins to Rosings, where they were engaged to drink tea. Mrs. Collins, seeing that she was really unwell, did not press her to go, and as much as possible prevented her husband from pressing her; but Mr.",0.007611,0.017944,-0.034667,81,54,0.666667,0.007611,0.5038055,0.508972,0.4826665
Pride and Prejudice.clean,1286,"grew so much worse towards the evening that, added to her unwillingness to see Mr. Darcy, it determined her not to attend her cousins to Rosings, where they were engaged to drink tea. Mrs. Collins, seeing that she was really unwell, did not press her to go, and as much as possible prevented her husband from pressing her; but Mr. Collins could not conceal his apprehension of Lady Catherine's being rather displeased by her staying at home. [Illustration] CHAPTER XXXIV. [Illustration] When they were gone, Elizabeth, as if intending to exasperate herself as much as possible against Mr. Darcy, chose for her employment the examination of all the letters which Jane had written to her since her being in Kent.",0.035732,-0.032775,-0.01093,111,71,0.63964,0.035732,0.517866,0.4836125,0.494535
Pride and Prejudice.clean,1287,"Collins could not conceal his apprehension of Lady Catherine's being rather displeased by her staying at home. [Illustration] CHAPTER XXXIV. [Illustration] When they were gone, Elizabeth, as if intending to exasperate herself as much as possible against Mr. Darcy, chose for her employment the examination of all the letters which Jane had written to her since her being in Kent. They contained no actual complaint, nor was there any revival of past occurrences, or any communication of present suffering.",0.056702,-0.046894,0.004915,75,47,0.626667,0.056702,0.528351,0.476553,0.5024575
Pride and Prejudice.clean,1288,"XXXIV. [Illustration] When they were gone, Elizabeth, as if intending to exasperate herself as much as possible against Mr. Darcy, chose for her employment the examination of all the letters which Jane had written to her since her being in Kent. They contained no actual complaint, nor was there any revival of past occurrences, or any communication of present suffering. But in all, and in almost every line of each, there was a want of that cheerfulness which had been used to characterize her style, and which, proceeding from the serenity of a mind at ease with itself, and kindly disposed towards everyone, had been scarcely ever clouded.",0.07693,-0.09738,0.009718,101,71,0.70297,0.07693,0.538465,0.45131,0.504859
Pride and Prejudice.clean,1289,"there any revival of past occurrences, or any communication of present suffering. But in all, and in almost every line of each, there was a want of that cheerfulness which had been used to characterize her style, and which, proceeding from the serenity of a mind at ease with itself, and kindly disposed towards everyone, had been scarcely ever clouded. Elizabeth noticed every sentence conveying the idea of uneasiness, with an attention which it had hardly received on the first perusal. Mr. Darcy's shameful boast of what misery he had been able to inflict gave her a keener sense of her sister's sufferings.",0.0752,-0.086043,0.0233,99,70,0.707071,0.0752,0.5376,0.4569785,0.51165
Pride and Prejudice.clean,1290,"of a mind at ease with itself, and kindly disposed towards everyone, had been scarcely ever clouded. Elizabeth noticed every sentence conveying the idea of uneasiness, with an attention which it had hardly received on the first perusal. Mr. Darcy's shameful boast of what misery he had been able to inflict gave her a keener sense of her sister's sufferings. It was some consolation to think that his visit to Rosings was to end on the day after the next, and a still greater that in less than a fortnight she should herself be with Jane again, and enabled to contribute to the recovery of her spirits, by all that affection could do.",0.072724,-0.099092,0.001816,107,76,0.71028,0.072724,0.536362,0.450454,0.500908
Pride and Prejudice.clean,1291,"a keener sense of her sister's sufferings. It was some consolation to think that his visit to Rosings was to end on the day after the next, and a still greater that in less than a fortnight she should herself be with Jane again, and enabled to contribute to the recovery of her spirits, by all that affection could do. She could not think of Darcy's leaving Kent without remembering that his cousin was to go with him; but Colonel Fitzwilliam had made it clear that he had no intentions at all, and, agreeable as he was, she did not mean to be unhappy about him.",0.112261,-0.073261,0.017478,98,69,0.704082,0.112261,0.5561305,0.4633695,0.508739
Pride and Prejudice.clean,1292,"to contribute to the recovery of her spirits, by all that affection could do. She could not think of Darcy's leaving Kent without remembering that his cousin was to go with him; but Colonel Fitzwilliam had made it clear that he had no intentions at all, and, agreeable as he was, she did not mean to be unhappy about him. While settling this point, she was suddenly roused by the sound of the door-bell; and her spirits were a little fluttered by the idea of its being Colonel Fitzwilliam himself, who had once before called late in the evening, and might now come to inquire particularly after her.",0.095486,-0.0305,0.035914,101,70,0.693069,0.095486,0.547743,0.48475,0.517957
Pride and Prejudice.clean,1293,"as he was, she did not mean to be unhappy about him. While settling this point, she was suddenly roused by the sound of the door-bell; and her spirits were a little fluttered by the idea of its being Colonel Fitzwilliam himself, who had once before called late in the evening, and might now come to inquire particularly after her. But this idea was soon banished, and her spirits were very differently affected, when, to her utter amazement, she saw Mr. Darcy walk into the room. In a hurried manner he immediately began an inquiry after her health, imputing his visit to a wish of hearing that she were better. She answered him with cold civility.",0.069829,0.005895,0.040974,112,76,0.678571,0.069829,0.5349145,0.5029475,0.520487
Pride and Prejudice.clean,1294,"inquire particularly after her. But this idea was soon banished, and her spirits were very differently affected, when, to her utter amazement, she saw Mr. Darcy walk into the room. In a hurried manner he immediately began an inquiry after her health, imputing his visit to a wish of hearing that she were better. She answered him with cold civility. He sat down for a few moments, and then getting up walked about the room. Elizabeth was surprised, but said not a word. After a silence of several minutes, he came towards her in an agitated manner, and thus began:-- ""In vain have I struggled. It will not do. My feelings will not be repressed.",0.065173,0.00324,0.007267,109,75,0.688073,0.065173,0.5325865,0.50162,0.5036335
Pride and Prejudice.clean,1295,"answered him with cold civility. He sat down for a few moments, and then getting up walked about the room. Elizabeth was surprised, but said not a word. After a silence of several minutes, he came towards her in an agitated manner, and thus began:-- ""In vain have I struggled. It will not do. My feelings will not be repressed. You must allow me to tell you how ardently I admire and love you."" Elizabeth's astonishment was beyond expression. She stared, coloured, doubted, and was silent. This he considered sufficient encouragement, and the avowal of all that he felt and had long felt for her immediately followed.",0.114174,-0.012913,0.029406,102,69,0.676471,0.114174,0.557087,0.4935435,0.514703
Pride and Prejudice.clean,1296,"have I struggled. It will not do. My feelings will not be repressed. You must allow me to tell you how ardently I admire and love you."" Elizabeth's astonishment was beyond expression. She stared, coloured, doubted, and was silent. This he considered sufficient encouragement, and the avowal of all that he felt and had long felt for her immediately followed. He spoke well; but there were feelings besides those of the heart to be detailed, and he was not more eloquent on the subject of tenderness than of pride.",0.161246,-0.02782,0.101328,86,61,0.709302,0.161246,0.580623,0.48609,0.550664
Pride and Prejudice.clean,1297,"was beyond expression. She stared, coloured, doubted, and was silent. This he considered sufficient encouragement, and the avowal of all that he felt and had long felt for her immediately followed. He spoke well; but there were feelings besides those of the heart to be detailed, and he was not more eloquent on the subject of tenderness than of pride. His sense of her inferiority, of its being a degradation, of the family obstacles which judgment had always opposed to inclination, were dwelt on with a warmth which seemed due to the consequence he was wounding, but was very unlikely to recommend his suit.",0.112479,-0.052479,0.082288,101,73,0.722772,0.112479,0.5562395,0.47376050000000003,0.541144
Pride and Prejudice.clean,1298,"be detailed, and he was not more eloquent on the subject of tenderness than of pride. His sense of her inferiority, of its being a degradation, of the family obstacles which judgment had always opposed to inclination, were dwelt on with a warmth which seemed due to the consequence he was wounding, but was very unlikely to recommend his suit. In spite of her deeply-rooted dislike, she could not be insensible to the compliment of such a man's affection, and though her intentions did not vary for an instant, she was at first sorry for the pain he was to receive; till roused to resentment by his subsequent language, she lost all compassion in anger.",0.016532,-0.054962,0.017949,110,79,0.718182,0.016532,0.508266,0.472519,0.5089745
Pride and Prejudice.clean,1299,"unlikely to recommend his suit. In spite of her deeply-rooted dislike, she could not be insensible to the compliment of such a man's affection, and though her intentions did not vary for an instant, she was at first sorry for the pain he was to receive; till roused to resentment by his subsequent language, she lost all compassion in anger. She tried, however, to compose herself to answer him with patience, when he should have done. He concluded with representing to her the strength of that attachment which in spite of all his endeavours he had found impossible to conquer; and with expressing his hope that it would now be rewarded by her acceptance of his hand.",0.079635,-0.069894,0.063388,114,85,0.745614,0.079635,0.5398175,0.465053,0.531694
Pride and Prejudice.clean,1300,"compassion in anger. She tried, however, to compose herself to answer him with patience, when he should have done. He concluded with representing to her the strength of that attachment which in spite of all his endeavours he had found impossible to conquer; and with expressing his hope that it would now be rewarded by her acceptance of his hand. As he said this she could easily see that he had no doubt of a favourable answer. He _spoke_ of apprehension and anxiety, but his countenance expressed real security.",0.152426,-0.064235,0.122397,88,68,0.772727,0.152426,0.576213,0.4678825,0.5611985
